imagen, numeroROI, contadorObjetos, promedioRGB_R, promedioRGB_G, promedioRGB_B, desviacionRGB_R, desviacionRGB_G, desviacionRGB_B, promedioLAB_L, promedioLAB_A, promedioLAB_B, desviacionLAB_L, desviacionLAB_A, desviacionLAB_B, promedioHSV_H, promedioHSV_S, promedioHSV_V, desviacionHSV_H, desviacionHSV_S, desviacionHSV_V, sumaArea, perimetro, excentricidad, ejeMayor, ejeMenor, entropia, inercia, energia, x, y, w, h, clasificacion 
055.jpg,          1,          4,   185.6250,   178.3750,   157.1250,     5.6569,     5.6569,     5.6569,    72.6482,    -1.0330,    11.8133,     9.6416,     0.8332,     2.2796,     0.1231,     0.1565,     0.7279,     0.0090,     0.0320,     0.1016,          8,     7.2200,     0.5477,     3.6515,     3.0551,     0.0000,     0.0000,     0.0000,         50,        172,          4,          3, DEFECTOS 
055.jpg,          1,          5,   227.8000,   229.4000,   216.8000,     7.1414,     7.1414,     7.1414,    90.6141,    -2.7447,     5.9517,     5.7516,     0.3825,     0.4812,     0.1877,     0.0552,     0.8996,     0.0108,     0.0061,     0.0637,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         73,         19,          3,          3, DEFECTOS 
055.jpg,          1,          6,   150.9000,   144.0000,   130.8000,     5.0990,     5.0990,     5.0990,    59.9318,     0.1807,     7.9408,     7.5407,     0.6180,     0.7630,     0.1100,     0.1349,     0.5918,     0.0091,     0.0190,     0.0794,         10,    10.0320,     0.8492,     5.2662,     2.7809,     0.0000,     0.0000,     0.0000,         75,        196,          5,          4, DEFECTOS 
055.jpg,          1,          7,   197.0000,   205.6667,   125.3333,     5.2915,     5.2915,     5.2915,    80.3076,   -15.1281,    38.9561,     7.7369,     1.4262,     4.2358,     0.1846,     0.3965,     0.8065,     0.0007,     0.0688,     0.0837,          9,    11.2480,     0.8234,     5.1208,     2.9059,     0.0000,     0.0000,     0.0000,        121,        147,          5,          3, DEFECTOS 
055.jpg,          1,          8,   196.8000,   198.4000,   188.2000,     7.1414,     7.1414,     7.1414,    79.6191,    -2.3888,     4.9107,     4.4376,     0.4999,     0.9042,     0.1922,     0.0515,     0.7780,     0.0042,     0.0093,     0.0481,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        169,         49,          3,          3, DEFECTOS 
055.jpg,          2,          1,   205.2000,   206.2000,   200.6000,     7.1414,     7.1414,     7.1414,    82.5811,    -1.3537,     2.6597,     5.3836,     0.0861,     0.2401,     0.1967,     0.0273,     0.8086,     0.0027,     0.0028,     0.0592,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         43,         17,          3,          3, DEFECTOS 
055.jpg,          2,          2,   151.8750,   144.8750,   129.1250,     5.6569,     5.6569,     5.6569,    60.2514,    -0.2052,     9.3160,     5.8709,     0.3547,     1.4246,     0.1150,     0.1522,     0.5956,     0.0052,     0.0291,     0.0596,          8,     7.2200,     0.5477,     3.6515,     3.0551,     0.0000,     0.0000,     0.0000,         54,        125,          4,          3, DEFECTOS 
055.jpg,          2,          3,   191.9828,   196.5172,   162.8793,     2.0000,     2.0000,     2.0000,    78.0917,    -7.2726,    16.4119,     9.7049,     2.4873,     6.4836,     0.1910,     0.1742,     0.7709,     0.0180,     0.0690,     0.1044,         58,    43.4940,     0.9861,    23.7143,     3.9470,     0.0000,     0.0000,     0.0000,         65,          6,         18,         13, CALYX 
055.jpg,          2,          4,   173.0000,   175.6000,   158.6000,     6.3246,     6.0000,     7.0000,    71.0348,    -4.0000,     8.4115,     3.8466,     0.6623,     1.4373,     0.1921,     0.0977,     0.6886,     0.0022,     0.0206,     0.0400,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         70,        113,          3,          3, DEFECTOS 
055.jpg,          3,          1,   144.2222,   145.7037,    88.3457,     1.7321,     1.7321,     1.7321,    58.9897,    -9.3125,    29.9764,     9.6088,     2.6926,     8.9211,     0.1704,     0.4185,     0.5738,     0.0090,     0.1784,     0.0977,         81,    31.7580,     0.2713,    10.5741,    10.1776,     0.0000,     0.0000,     0.0000,         64,         28,         11,         11, DEFECTOS 
055.jpg,          3,          2,   125.7895,   124.2368,    83.3947,     2.6458,     2.6458,     2.6458,    51.2345,    -6.0273,    22.4604,     7.1208,     1.6365,     8.3234,     0.1645,     0.3432,     0.4961,     0.0166,     0.1302,     0.0741,         38,    33.6360,     0.7542,    10.7269,     7.0439,     0.0000,     0.0000,     0.0000,        124,         81,         10,         10, DEFECTOS 
055.jpg,          4,          1,   123.6629,   125.8427,    95.7865,     1.7321,     1.7321,     1.7321,    51.7179,    -6.1606,    16.1781,     7.7453,     1.7133,     4.3528,     0.1782,     0.2457,     0.4938,     0.0103,     0.0777,     0.0771,         89,    54.5180,     0.6348,    15.5455,    12.0115,     0.0000,     0.0000,     0.0000,         47,         86,         15,         11, DEFECTOS 
055.jpg,          4,          2,   186.4615,   191.0385,   163.4231,     3.1623,     3.1623,     3.1623,    76.1829,    -6.4075,    13.4306,    10.8088,     2.0124,     4.2962,     0.1941,     0.1472,     0.7492,     0.0017,     0.0510,     0.1164,         26,    16.4000,     0.8066,     7.7075,     4.5555,     0.0000,     0.0000,     0.0000,         93,         20,          6,          7, DEFECTOS 
055.jpg,          4,          3,   202.4000,   202.4000,   202.4000,     3.6056,     3.6056,     3.6056,    81.4664,     0.0000,     0.0000,     1.6197,     0.0000,     0.0000,     0.0000,     0.0000,     0.7937,     0.0000,     0.0000,     0.0176,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         96,         12,          3,          3, DEFECTOS 
055.jpg,          4,          4,   174.2000,   176.2000,   163.4000,     7.1414,     7.1414,     7.1414,    71.3696,    -3.0469,     6.3104,     6.2669,     0.1655,     0.4867,     0.1929,     0.0731,     0.6910,     0.0022,     0.0076,     0.0665,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         98,         30,          3,          3, DEFECTOS 
055.jpg,          4,          5,   209.2500,   209.8750,   205.8750,     5.6569,     5.6569,     5.6569,    83.8888,    -0.9452,     1.9227,     9.6174,     0.4639,     0.7642,     0.1868,     0.0203,     0.8230,     0.0157,     0.0097,     0.1047,          8,     8.4360,     0.7878,     4.3970,     2.7080,     0.0000,     0.0000,     0.0000,        100,         16,          4,          4, DEFECTOS 
055.jpg,          4,          6,   196.6250,   197.7500,   189.6250,     5.6569,     5.6569,     5.6569,    79.4633,    -1.8605,     3.9364,     5.0886,     0.3494,     0.6398,     0.1896,     0.0415,     0.7755,     0.0036,     0.0090,     0.0547,          8,     7.2200,     0.5477,     3.6515,     3.0551,     0.0000,     0.0000,     0.0000,        100,         23,          4,          3, DEFECTOS 
055.jpg,          4,          7,   199.0000,   200.0000,   194.0000,     3.1623,     3.1623,     3.6056,    80.3714,    -1.4323,     2.8755,     1.3671,     0.1988,     0.5552,     0.1953,     0.0301,     0.7843,     0.0046,     0.0059,     0.0147,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        104,         26,          3,          3, DEFECTOS 
058.jpg,          1,          1,   197.6892,   201.4781,   175.1633,     1.0000,     1.0000,     1.0000,    80.0383,    -5.8691,    12.7936,    11.8401,     1.7709,     4.3429,     0.1919,     0.1365,     0.7902,     0.0223,     0.0540,     0.1268,        251,   120.5980,     0.7820,    33.3543,    20.7876,     0.0000,     0.0000,     0.0000,         82,         15,         28,         21, CALYX 
058.jpg,          1,          2,   160.8750,   164.0000,   117.0000,     5.6569,     5.6569,     5.6569,    66.0272,    -8.9281,    24.0715,     4.6225,     0.8630,     2.3780,     0.1777,     0.2862,     0.6431,     0.0016,     0.0186,     0.0495,          8,     7.2200,     0.5477,     3.6515,     3.0551,     0.0000,     0.0000,     0.0000,         90,        178,          4,          3, DEFECTOS 
058.jpg,          1,          3,   117.4000,   119.4000,   106.6000,     7.1414,     7.1414,     7.1414,    49.6487,    -3.2410,     6.7783,     4.0688,     0.1503,     0.4645,     0.1929,     0.1074,     0.4682,     0.0022,     0.0059,     0.0405,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        120,        180,          3,          3, DEFECTOS 
058.jpg,          1,          4,   161.6000,   164.6000,   145.6000,     7.1414,     7.1414,     7.1414,    66.8103,    -4.5380,     9.5043,     6.6241,     0.2215,     0.6659,     0.1931,     0.1167,     0.6455,     0.0018,     0.0144,     0.0691,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        136,        155,          3,          3, DEFECTOS 
058.jpg,          2,          1,   237.0000,   239.0000,   236.0000,     0.0000,     0.0000,     0.0000,    94.2240,    -1.1972,     1.2133,     0.0000,     0.0000,     0.0000,     0.2778,     0.0126,     0.9373,     0.0000,     0.0000,     0.0000,          1,     0.0000,     0.0000,     1.1547,     1.1547,     0.0000,     0.0000,     0.0000,         48,          6,          1,          1, DEFECTOS 
058.jpg,          2,          2,   195.8558,   204.6442,   173.3654,     1.4142,     1.4142,     1.4142,    80.8040,    -8.4581,    14.6514,     8.0482,     3.2651,     5.5442,     0.2121,     0.1569,     0.8026,     0.0174,     0.0658,     0.0859,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         48,          6,         20,         10, DEFECTOS 
058.jpg,          2,          3,   196.0000,   197.4000,   186.2000,     7.1414,     7.1414,     7.1414,    79.2564,    -2.5010,     5.4693,     3.8711,     1.3710,     2.4683,     0.1803,     0.0591,     0.7749,     0.0237,     0.0276,     0.0408,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         52,         13,          3,          3, DEFECTOS 
058.jpg,          3,          1,   222.2000,   222.2000,   220.2000,     7.1414,     7.1414,     7.1414,    88.4676,    -0.3577,     0.9782,     4.2826,     0.0036,     0.0102,     0.1667,     0.0090,     0.8714,     0.0000,     0.0005,     0.0473,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         37,         25,          3,          3, DEFECTOS 
058.jpg,          3,          2,   226.4000,   226.4000,   224.8000,     7.1414,     7.1414,     7.1414,    89.9668,    -0.2845,     0.7777,     3.8599,     0.1423,     0.3889,     0.1333,     0.0070,     0.8878,     0.0667,     0.0035,     0.0431,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         47,         17,          3,          3, DEFECTOS 
058.jpg,          3,          3,   215.2000,   218.6000,   196.8000,     7.1414,     7.1414,     7.1414,    86.4687,    -4.9213,    10.3308,     3.7224,     1.7711,     3.6854,     0.1919,     0.0996,     0.8573,     0.0028,     0.0350,     0.0415,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         47,         49,          3,          3, DEFECTOS 
058.jpg,          3,          4,   143.4711,   129.2314,    53.7107,     1.4142,     1.4142,     1.4142,    53.7761,    -3.5405,    40.6097,    11.8450,     3.3283,     8.1396,     0.1401,     0.6654,     0.5627,     0.0093,     0.2321,     0.1075,        121,    36.9020,     0.5142,    13.4732,    11.5553,     0.0000,     0.0000,     0.0000,         58,         78,         12,         14, DEFECTOS 
058.jpg,          3,          5,   224.3548,   227.0968,   163.3871,     2.8284,     2.8284,     2.8284,    88.6956,   -10.7421,    30.9146,     5.4471,     2.6507,     7.0553,     0.1745,     0.2857,     0.8941,     0.0128,     0.0694,     0.0589,         31,    24.5460,     0.9679,    13.1327,     3.3030,     0.0000,     0.0000,     0.0000,         66,         21,         12,          6, DEFECTOS 
058.jpg,          3,          6,   218.8182,   225.7273,   181.9091,     4.7958,     4.7958,     4.7958,    88.2340,    -9.6125,    20.7137,     6.4814,     1.4208,     2.7961,     0.1928,     0.1956,     0.8852,     0.0056,     0.0322,     0.0710,         11,     9.1800,     0.7323,     4.6580,     3.1718,     0.0000,     0.0000,     0.0000,         84,         21,          5,          3, DEFECTOS 
058.jpg,          3,          7,   218.0000,   220.2000,   205.4000,     7.1414,     7.1414,     7.1414,    87.2634,    -3.3394,     7.0009,     5.6754,     0.4620,     0.9190,     0.1913,     0.0670,     0.8635,     0.0011,     0.0061,     0.0635,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         97,         19,          3,          3, DEFECTOS 
058.jpg,          3,          8,   211.0000,   212.6250,   202.3750,     5.6569,     5.6569,     5.6569,    84.7333,    -2.3819,     4.8877,     4.4578,     0.7884,     1.7138,     0.1940,     0.0492,     0.8338,     0.0042,     0.0186,     0.0479,          8,     7.2200,     0.5477,     3.6515,     3.0551,     0.0000,     0.0000,     0.0000,        102,         16,          4,          3, DEFECTOS 
058.jpg,          4,          1,   176.4000,   178.4000,   164.8000,     7.1414,     7.1414,     7.1414,    72.1825,    -3.1818,     6.7076,     5.0742,     0.1013,     0.2860,     0.1912,     0.0768,     0.6996,     0.0009,     0.0075,     0.0535,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         19,         56,          3,          3, DEFECTOS 
058.jpg,          4,          2,   219.2652,   222.0758,   156.0379,     1.4142,     1.4142,     1.4142,    86.8619,   -10.9890,    32.1334,     7.1669,     3.2046,     9.7013,     0.1732,     0.3027,     0.8725,     0.0113,     0.0976,     0.0791,        132,    88.9380,     0.9813,    38.4808,     7.4149,     0.0000,     0.0000,     0.0000,         50,         20,         37,         10, DEFECTOS 
058.jpg,          4,          3,   198.3750,   210.7237,   196.0658,     1.4142,     1.4142,     1.4142,    83.0658,    -6.9023,     5.8654,     9.7283,     2.6653,     2.8131,     0.3139,     0.0769,     0.8264,     0.0554,     0.0310,     0.1032,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         69,          5,         22,         12, DEFECTOS 
058.jpg,          4,          4,   225.4000,   229.8000,   222.0000,     7.1414,     7.1414,     7.1414,    90.6681,    -2.8729,     3.2887,     5.3785,     0.8962,     0.8054,     0.2581,     0.0345,     0.9012,     0.0196,     0.0102,     0.0583,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         87,          8,          3,          3, DEFECTOS 
058.jpg,          4,          5,   208.2308,   212.5385,   159.3846,     4.4721,     4.4721,     4.4721,    83.5833,    -9.9604,    25.8027,     5.6933,     2.9221,     7.8115,     0.1799,     0.2478,     0.8335,     0.0037,     0.0706,     0.0642,         13,    11.4380,     0.8325,     5.7735,     3.1989,     0.0000,     0.0000,     0.0000,         88,         29,          5,          5, DEFECTOS 
058.jpg,          4,          6,   225.7333,   229.6667,   204.8667,     4.1231,     4.1231,     4.1231,    90.2705,    -5.5767,    11.6535,     4.4007,     0.8406,     1.7846,     0.1930,     0.1086,     0.9007,     0.0018,     0.0194,     0.0485,         15,    12.8440,     0.8744,     6.5681,     3.1872,     0.0000,     0.0000,     0.0000,         98,         28,          6,          5, DEFECTOS 
059.jpg,          1,          1,   205.0000,   209.8000,   180.8000,     7.1414,     7.1414,     7.1414,    83.0319,    -6.6031,    13.7877,     6.0456,     2.0117,     4.3700,     0.1946,     0.1357,     0.8227,     0.0017,     0.0384,     0.0692,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         38,        159,          3,          3, DEFECTOS 
059.jpg,          1,          2,   160.6000,   162.6000,   150.4000,     3.8730,     3.8730,     3.8730,    66.3622,    -2.9786,     6.0886,     2.1542,     0.1622,     0.4804,     0.1942,     0.0750,     0.6376,     0.0023,     0.0043,     0.0227,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         83,        179,          3,          3, DEFECTOS 
059.jpg,          1,          3,   228.2105,   230.5789,   215.7895,     3.6056,     3.6056,     3.6056,    90.9128,    -3.3664,     6.9365,     6.4245,     1.4749,     3.0360,     0.1822,     0.0649,     0.9042,     0.0434,     0.0288,     0.0709,         19,    15.7300,     0.9162,     8.1476,     3.2641,     0.0000,     0.0000,     0.0000,         91,         16,          8,          4, CALYX 
059.jpg,          1,          4,   113.8000,   116.8000,    98.4000,     7.1414,     7.1414,     7.1414,    48.3551,    -4.6457,     9.8426,     6.2925,     1.6876,     3.7105,     0.1940,     0.1638,     0.4580,     0.0020,     0.0716,     0.0608,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        125,        176,          3,          3, DEFECTOS 
059.jpg,          1,          5,   212.9167,   212.5625,   128.2917,     2.2361,     2.2361,     2.2361,    83.4328,   -11.5833,    41.1520,     9.9600,     3.3545,    11.5170,     0.1660,     0.4237,     0.8435,     0.0125,     0.1766,     0.1066,         48,    21.9160,     0.5909,     8.7820,     7.0849,     0.0000,     0.0000,     0.0000,        127,         28,          8,          8, DEFECTOS 
059.jpg,          1,          6,   161.4545,   161.1818,   117.1818,     4.7958,     4.7958,     4.7958,    65.2982,    -7.0856,    23.0448,     5.5354,     1.3275,     5.0948,     0.1675,     0.2833,     0.6378,     0.0137,     0.0713,     0.0541,         11,    10.0320,     0.7981,     5.1004,     3.0734,     0.0000,     0.0000,     0.0000,        143,        156,          5,          4, DEFECTOS 
059.jpg,          1,          7,   130.0000,   132.0000,   119.8000,     7.1414,     7.1414,     7.1414,    54.6122,    -3.0706,     6.3254,     5.1654,     0.9480,     2.0120,     0.1946,     0.0923,     0.5176,     0.0031,     0.0286,     0.0526,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        144,        165,          3,          3, DEFECTOS 
059.jpg,          2,          1,   139.6000,   130.3000,   106.4000,     5.0990,     5.0990,     5.0990,    54.6600,    -0.5644,    14.2198,     4.5292,     0.1710,     1.9562,     0.1198,     0.2379,     0.5475,     0.0016,     0.0261,     0.0483,         10,     8.6260,     0.5923,     4.1633,     3.3546,     0.0000,     0.0000,     0.0000,         50,        119,          4,          4, DEFECTOS 
059.jpg,          2,          2,   121.4375,   123.5000,    76.9375,     4.0000,     4.0000,     4.0000,    50.5575,    -8.4694,    25.1766,     5.0645,     1.7097,     4.2606,     0.1735,     0.3815,     0.4850,     0.0071,     0.0742,     0.0499,         16,    13.5880,     0.9038,     7.2778,     3.1145,     0.0000,     0.0000,     0.0000,        101,        107,          7,          4, DEFECTOS 
059.jpg,          2,          3,   138.4500,   143.4500,    89.6000,     3.6056,     3.6056,     3.6056,    57.9229,   -10.4773,    27.9252,     7.5864,     1.5693,     7.9794,     0.1844,     0.3810,     0.5625,     0.0099,     0.1128,     0.0766,         20,    15.0600,     0.9090,     7.9331,     3.3066,     0.0000,     0.0000,     0.0000,        109,         96,          8,          3, DEFECTOS 
059.jpg,          3,          1,   231.0000,   235.8750,   204.7500,     5.6569,     5.6569,     5.6569,    92.2534,    -6.8812,    14.5850,     4.0387,     1.8282,     3.9532,     0.1930,     0.1332,     0.9250,     0.0023,     0.0382,     0.0432,          8,     8.4360,     0.7878,     4.3970,     2.7080,     0.0000,     0.0000,     0.0000,         48,         20,          4,          4, DEFECTOS 
059.jpg,          3,          2,   215.9474,   222.6316,   161.9474,     3.6056,     3.6056,     3.6056,    86.8763,   -11.8881,    29.0787,     4.0360,     1.8364,     4.7282,     0.1855,     0.2732,     0.8731,     0.0100,     0.0443,     0.0452,         19,    14.6220,     0.8782,     7.4342,     3.5554,     0.0000,     0.0000,     0.0000,         61,         17,          7,          5, DEFECTOS 
059.jpg,          3,          3,   197.8966,   200.2931,   109.5000,     2.0000,     2.0000,     2.0000,    78.7598,   -13.5016,    44.4867,     7.0672,     3.4477,    10.9908,     0.1703,     0.4574,     0.7867,     0.0054,     0.1225,     0.0775,         58,    37.5720,     0.9233,    16.9753,     6.5208,     0.0000,     0.0000,     0.0000,         77,         20,         16,          9, DEFECTOS 
059.jpg,          3,          4,   131.0278,   126.8611,    68.1944,     2.6458,     2.6458,     2.6458,    52.2988,    -6.6064,    31.3888,     6.2606,     4.2407,    13.7114,     0.1481,     0.4854,     0.5139,     0.0264,     0.2173,     0.0593,         36,    27.6560,     0.9124,    12.5327,     5.1298,     0.0000,     0.0000,     0.0000,         84,         91,         11,          7, DEFECTOS 
059.jpg,          3,          5,    69.8000,    72.6000,    55.4000,     5.6569,     5.4772,     6.2450,    30.0861,    -4.6397,     9.9657,     3.8865,     0.5103,     1.1186,     0.1937,     0.2414,     0.2847,     0.0021,     0.0450,     0.0349,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         93,        113,          3,          3, DEFECTOS 
059.jpg,          4,          1,   117.3333,   123.7917,    84.3750,     3.3166,     3.3166,     3.3166,    50.4134,    -9.3367,    20.7641,     6.1266,     2.1284,     5.3081,     0.1941,     0.3229,     0.4855,     0.0010,     0.0873,     0.0608,         24,    20.9900,     0.9509,    11.4445,     3.5428,     0.0000,     0.0000,     0.0000,         13,         81,          9,          7, DEFECTOS 
059.jpg,          4,          2,   180.0000,   183.6000,   161.6000,     7.1414,     7.1414,     7.1414,    73.7726,    -5.1717,    10.7403,     5.4522,     0.9647,     2.0297,     0.1939,     0.1190,     0.7200,     0.0020,     0.0159,     0.0600,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         44,         30,          3,          3, DEFECTOS 
059.jpg,          4,          3,   207.5897,   209.6154,   145.4872,     2.6458,     2.6458,     2.6458,    82.5265,   -10.4069,    31.5930,     7.3938,     4.0536,    11.7667,     0.1700,     0.3138,     0.8247,     0.0128,     0.1214,     0.0806,         39,    22.7600,     0.7982,     9.7020,     5.8446,     0.0000,     0.0000,     0.0000,         47,         17,         10,          7, DEFECTOS 
059.jpg,          4,          4,   181.3750,   183.3750,   171.2500,     5.6569,     5.6569,     5.6569,    74.0711,    -2.9067,     5.9173,     3.5024,     0.2044,     0.5914,     0.1944,     0.0663,     0.7191,     0.0026,     0.0068,     0.0375,          8,     8.4360,     0.7878,     4.3970,     2.7080,     0.0000,     0.0000,     0.0000,         58,         55,          4,          4, DEFECTOS 
059.jpg,          4,          5,   214.1250,   218.7500,   190.2500,     5.6569,     5.6569,     5.6569,    86.2815,    -6.4586,    13.4953,     3.2868,     0.8173,     1.7285,     0.1937,     0.1301,     0.8578,     0.0015,     0.0146,     0.0370,          8,     7.2200,     0.5477,     3.6515,     3.0551,     0.0000,     0.0000,     0.0000,         77,         19,          4,          3, DEFECTOS 
059.jpg,          4,          6,   218.8182,   222.3636,   199.3636,     4.7958,     4.7958,     4.7958,    87.7420,    -5.1764,    10.8857,     5.6523,     0.6632,     1.4699,     0.1924,     0.1043,     0.8720,     0.0018,     0.0180,     0.0620,         11,     9.1800,     0.7323,     4.6580,     3.1718,     0.0000,     0.0000,     0.0000,         98,         26,          3,          5, DEFECTOS 
060.jpg,          1,          1,   220.6000,   222.8000,   208.4000,     7.1414,     7.1414,     7.1414,    88.2173,    -3.2669,     6.7934,     3.6957,     0.3433,     0.5784,     0.1920,     0.0646,     0.8737,     0.0022,     0.0045,     0.0415,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         34,         40,          3,          3, DEFECTOS 
060.jpg,          1,          2,   209.5822,   208.0704,   169.9577,     1.0000,     1.0000,     1.0000,    82.6072,    -5.6720,    19.2934,    11.1037,     1.8855,     5.7851,     0.1611,     0.2013,     0.8249,     0.0139,     0.0803,     0.1171,        213,   112.8820,     0.9100,    31.7789,    13.1755,     0.0000,     0.0000,     0.0000,         79,         10,         30,         14, CALYX 
060.jpg,          1,          3,   171.8821,   164.8000,   115.6308,     1.0000,     1.0000,     1.0000,    66.9338,    -4.8730,    26.6080,    13.6298,     3.7098,     6.9522,     0.1466,     0.3570,     0.6756,     0.0213,     0.1484,     0.1395,        195,    54.4180,     0.8716,    23.0803,    11.3153,     0.0000,     0.0000,     0.0000,        132,         36,         15,         22, CALYX 
060.jpg,          1,          4,   198.5385,   178.6667,    72.9487,     2.6458,     2.6458,     2.6458,    72.7164,    -4.7448,    53.2213,     6.1090,     2.9276,    11.2635,     0.1407,     0.6387,     0.7786,     0.0066,     0.1849,     0.0581,         39,    21.1720,     0.3871,     7.5038,     6.9189,     0.0000,     0.0000,     0.0000,        140,         95,          7,          7, DEFECTOS 
060.jpg,          1,          5,   208.1395,   209.1163,   181.2791,     2.4495,     2.4495,     2.4495,    83.0856,    -5.0432,    13.7171,     7.2766,     1.9005,     5.0797,     0.1721,     0.1343,     0.8209,     0.0098,     0.0489,     0.0798,         43,    27.0940,     0.9593,    14.3206,     4.0427,     0.0000,     0.0000,     0.0000,        153,         35,         10,         11, CALYX 
060.jpg,          1,          6,   143.0000,   142.0000,   122.6000,     7.1414,     7.1414,     7.1414,    58.5448,    -3.1572,    10.5096,     6.0965,     0.2267,     0.8150,     0.1585,     0.1453,     0.5608,     0.0005,     0.0254,     0.0611,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        156,        154,          3,          3, DEFECTOS 
060.jpg,          1,          7,   162.3750,   153.3750,   102.6250,     5.6569,     5.6569,     5.6569,    62.9750,    -4.3077,    27.9101,     6.3175,     1.0915,     6.2159,     0.1442,     0.3735,     0.6368,     0.0112,     0.1087,     0.0583,          8,     7.2200,     0.5477,     3.6515,     3.0551,     0.0000,     0.0000,     0.0000,        160,        141,          3,          4, DEFECTOS 
060.jpg,          2,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,          0,          0,          0, VACIO 
060.jpg,          3,          1,   220.6250,   223.5000,   205.1250,     5.6569,     5.6569,     5.6569,    88.3082,    -4.1721,     8.6814,     5.1118,     0.8387,     1.8183,     0.1928,     0.0831,     0.8765,     0.0022,     0.0199,     0.0560,          8,     8.4360,     0.7878,     4.3970,     2.7080,     0.0000,     0.0000,     0.0000,         53,          9,          4,          4, DEFECTOS 
060.jpg,          3,          2,   204.7487,   209.4205,   181.0205,     1.0000,     1.0000,     1.0000,    82.8527,    -6.4806,    13.6705,     9.8666,     2.7914,     6.1656,     0.2008,     0.1425,     0.8214,     0.0577,     0.0720,     0.1051,          1,     0.0000,     0.0000,     1.1547,     1.1547,     0.0000,     0.0000,     0.0000,         53,          6,         21,         13, DEFECTOS 
060.jpg,          3,          3,   222.7876,   226.4956,   165.8142,     1.4142,     1.4142,     1.4142,    88.4620,   -10.5368,    29.2941,     7.4005,     4.2325,    12.3936,     0.1769,     0.2733,     0.8887,     0.0097,     0.1215,     0.0796,        106,    60.4720,     0.9583,    26.0932,     7.4607,     0.0000,     0.0000,     0.0000,         60,         18,         24,         12, CALYX 
060.jpg,          3,          4,   210.0000,   212.0000,   198.4000,     7.1414,     7.1414,     7.1414,    84.3880,    -3.0912,     6.4923,     5.4124,     0.1092,     0.2999,     0.1912,     0.0646,     0.8314,     0.0009,     0.0061,     0.0595,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         60,         56,          3,          3, DEFECTOS 
060.jpg,          3,          5,   181.2000,   185.4000,   158.2000,     5.4772,     5.7446,     4.6904,    74.3009,    -6.2532,    13.3185,     2.7012,     0.5325,     1.1973,     0.1924,     0.1466,     0.7271,     0.0009,     0.0109,     0.0294,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         65,         78,          3,          3, DEFECTOS 
